age,sex,region,time,count
12,Female,d. Kommune Qeqertalik,2015,41
13,Female,d. Kommune Qeqertalik,2015,62
14,Female,d. Kommune Qeqertalik,2015,43
15,Female,d. Kommune Qeqertalik,2015,38
16,Female,d. Kommune Qeqertalik,2015,50
17,Female,d. Kommune Qeqertalik,2015,65
18,Female,d. Kommune Qeqertalik,2015,91
19,Female,d. Kommune Qeqertalik,2015,61
20,Female,d. Kommune Qeqertalik,2015,66
21,Female,d. Kommune Qeqertalik,2015,66
22,Female,d. Kommune Qeqertalik,2015,58
23,Female,d. Kommune Qeqertalik,2015,50
24,Female,d. Kommune Qeqertalik,2015,55
25,Female,d. Kommune Qeqertalik,2015,51
26,Female,d. Kommune Qeqertalik,2015,56
27,Female,d. Kommune Qeqertalik,2015,42
28,Female,d. Kommune Qeqertalik,2015,44
29,Female,d. Kommune Qeqertalik,2015,37
30,Female,d. Kommune Qeqertalik,2015,46
31,Female,d. Kommune Qeqertalik,2015,30
32,Female,d. Kommune Qeqertalik,2015,35
33,Female,d. Kommune Qeqertalik,2015,34
34,Female,d. Kommune Qeqertalik,2015,47
35,Female,d. Kommune Qeqertalik,2015,32
36,Female,d. Kommune Qeqertalik,2015,25
37,Female,d. Kommune Qeqertalik,2015,27
38,Female,d. Kommune Qeqertalik,2015,28
39,Female,d. Kommune Qeqertalik,2015,29
40,Female,d. Kommune Qeqertalik,2015,26
41,Female,d. Kommune Qeqertalik,2015,20
42,Female,d. Kommune Qeqertalik,2015,33
43,Female,d. Kommune Qeqertalik,2015,26
44,Female,d. Kommune Qeqertalik,2015,32
45,Female,d. Kommune Qeqertalik,2015,39
46,Female,d. Kommune Qeqertalik,2015,47
47,Female,d. Kommune Qeqertalik,2015,53
48,Female,d. Kommune Qeqertalik,2015,59
49,Female,d. Kommune Qeqertalik,2015,51
50,Female,d. Kommune Qeqertalik,2015,60
51,Female,d. Kommune Qeqertalik,2015,59
52,Female,d. Kommune Qeqertalik,2015,52
53,Female,d. Kommune Qeqertalik,2015,45
54,Female,d. Kommune Qeqertalik,2015,52
55,Female,d. Kommune Qeqertalik,2015,38
56,Female,d. Kommune Qeqertalik,2015,43
57,Female,d. Kommune Qeqertalik,2015,37
58,Female,d. Kommune Qeqertalik,2015,35
59,Female,d. Kommune Qeqertalik,2015,37
60,Female,d. Kommune Qeqertalik,2015,27
61,Female,d. Kommune Qeqertalik,2015,29
62,Female,d. Kommune Qeqertalik,2015,30
63,Female,d. Kommune Qeqertalik,2015,23
64,Female,d. Kommune Qeqertalik,2015,30
65,Female,d. Kommune Qeqertalik,2015,26
66,Female,d. Kommune Qeqertalik,2015,20
67,Female,d. Kommune Qeqertalik,2015,15
68,Female,d. Kommune Qeqertalik,2015,24
69,Female,d. Kommune Qeqertalik,2015,19
70,Female,d. Kommune Qeqertalik,2015,22
71,Female,d. Kommune Qeqertalik,2015,21
72,Female,d. Kommune Qeqertalik,2015,21
73,Female,d. Kommune Qeqertalik,2015,14
74,Female,d. Kommune Qeqertalik,2015,16
75,Female,d. Kommune Qeqertalik,2015,14
76,Female,d. Kommune Qeqertalik,2015,11
77,Female,d. Kommune Qeqertalik,2015,9
78,Female,d. Kommune Qeqertalik,2015,11
79,Female,d. Kommune Qeqertalik,2015,17
80,Female,d. Kommune Qeqertalik,2015,8
81,Female,d. Kommune Qeqertalik,2015,8
82,Female,d. Kommune Qeqertalik,2015,7
83,Female,d. Kommune Qeqertalik,2015,7
84,Female,d. Kommune Qeqertalik,2015,6
85,Female,d. Kommune Qeqertalik,2015,7
86,Female,d. Kommune Qeqertalik,2015,4
87,Female,d. Kommune Qeqertalik,2015,3
88,Female,d. Kommune Qeqertalik,2015,0
89,Female,d. Kommune Qeqertalik,2015,4
90,Female,d. Kommune Qeqertalik,2015,1
91,Female,d. Kommune Qeqertalik,2015,1
92,Female,d. Kommune Qeqertalik,2015,0
93,Female,d. Kommune Qeqertalik,2015,0
94,Female,d. Kommune Qeqertalik,2015,0
95,Female,d. Kommune Qeqertalik,2015,0
96,Female,d. Kommune Qeqertalik,2015,0
97,Female,d. Kommune Qeqertalik,2015,0
98,Female,d. Kommune Qeqertalik,2015,0
99,Female,d. Kommune Qeqertalik,2015,0
100+,Female,d. Kommune Qeqertalik,2015,0
0,Male,d. Kommune Qeqertalik,2015,53
1,Male,d. Kommune Qeqertalik,2015,50
2,Male,d. Kommune Qeqertalik,2015,56
3,Male,d. Kommune Qeqertalik,2015,50
4,Male,d. Kommune Qeqertalik,2015,42
5,Male,d. Kommune Qeqertalik,2015,36
6,Male,d. Kommune Qeqertalik,2015,48
7,Male,d. Kommune Qeqertalik,2015,45
8,Male,d. Kommune Qeqertalik,2015,38
9,Male,d. Kommune Qeqertalik,2015,34
10,Male,d. Kommune Qeqertalik,2015,36
11,Male,d. Kommune Qeqertalik,2015,34
12,Male,d. Kommune Qeqertalik,2015,53
13,Male,d. Kommune Qeqertalik,2015,51
14,Male,d. Kommune Qeqertalik,2015,48
15,Male,d. Kommune Qeqertalik,2015,29
16,Male,d. Kommune Qeqertalik,2015,39
17,Male,d. Kommune Qeqertalik,2015,43
18,Male,d. Kommune Qeqertalik,2015,54
19,Male,d. Kommune Qeqertalik,2015,48
20,Male,d. Kommune Qeqertalik,2015,61
21,Male,d. Kommune Qeqertalik,2015,50
22,Male,d. Kommune Qeqertalik,2015,48
23,Male,d. Kommune Qeqertalik,2015,55
24,Male,d. Kommune Qeqertalik,2015,52
25,Male,d. Kommune Qeqertalik,2015,66
26,Male,d. Kommune Qeqertalik,2015,58
27,Male,d. Kommune Qeqertalik,2015,48
28,Male,d. Kommune Qeqertalik,2015,47
29,Male,d. Kommune Qeqertalik,2015,41
30,Male,d. Kommune Qeqertalik,2015,62
31,Male,d. Kommune Qeqertalik,2015,49
32,Male,d. Kommune Qeqertalik,2015,41
33,Male,d. Kommune Qeqertalik,2015,45
34,Male,d. Kommune Qeqertalik,2015,38
35,Male,d. Kommune Qeqertalik,2015,37
36,Male,d. Kommune Qeqertalik,2015,21
37,Male,d. Kommune Qeqertalik,2015,24
38,Male,d. Kommune Qeqertalik,2015,31
39,Male,d. Kommune Qeqertalik,2015,25
40,Male,d. Kommune Qeqertalik,2015,28
41,Male,d. Kommune Qeqertalik,2015,38
42,Male,d. Kommune Qeqertalik,2015,31
43,Male,d. Kommune Qeqertalik,2015,41
44,Male,d. Kommune Qeqertalik,2015,43
45,Male,d. Kommune Qeqertalik,2015,48
46,Male,d. Kommune Qeqertalik,2015,56
47,Male,d. Kommune Qeqertalik,2015,63
48,Male,d. Kommune Qeqertalik,2015,66
49,Male,d. Kommune Qeqertalik,2015,63
50,Male,d. Kommune Qeqertalik,2015,77
51,Male,d. Kommune Qeqertalik,2015,79
52,Male,d. Kommune Qeqertalik,2015,65
53,Male,d. Kommune Qeqertalik,2015,64
54,Male,d. Kommune Qeqertalik,2015,59
55,Male,d. Kommune Qeqertalik,2015,62
56,Male,d. Kommune Qeqertalik,2015,51
57,Male,d. Kommune Qeqertalik,2015,67
58,Male,d. Kommune Qeqertalik,2015,40
59,Male,d. Kommune Qeqertalik,2015,45
60,Male,d. Kommune Qeqertalik,2015,39
61,Male,d. Kommune Qeqertalik,2015,33
62,Male,d. Kommune Qeqertalik,2015,34
63,Male,d. Kommune Qeqertalik,2015,34
64,Male,d. Kommune Qeqertalik,2015,35
65,Male,d. Kommune Qeqertalik,2015,27
66,Male,d. Kommune Qeqertalik,2015,20
67,Male,d. Kommune Qeqertalik,2015,29
68,Male,d. Kommune Qeqertalik,2015,32
69,Male,d. Kommune Qeqertalik,2015,25
70,Male,d. Kommune Qeqertalik,2015,28
71,Male,d. Kommune Qeqertalik,2015,20
72,Male,d. Kommune Qeqertalik,2015,16
73,Male,d. Kommune Qeqertalik,2015,20
74,Male,d. Kommune Qeqertalik,2015,28
75,Male,d. Kommune Qeqertalik,2015,17
76,Male,d. Kommune Qeqertalik,2015,6
77,Male,d. Kommune Qeqertalik,2015,12
78,Male,d. Kommune Qeqertalik,2015,8
79,Male,d. Kommune Qeqertalik,2015,12
80,Male,d. Kommune Qeqertalik,2015,4
81,Male,d. Kommune Qeqertalik,2015,9
82,Male,d. Kommune Qeqertalik,2015,8
83,Male,d. Kommune Qeqertalik,2015,4
84,Male,d. Kommune Qeqertalik,2015,4
85,Male,d. Kommune Qeqertalik,2015,1
86,Male,d. Kommune Qeqertalik,2015,2
87,Male,d. Kommune Qeqertalik,2015,3
88,Male,d. Kommune Qeqertalik,2015,1
89,Male,d. Kommune Qeqertalik,2015,0
90,Male,d. Kommune Qeqertalik,2015,0
91,Male,d. Kommune Qeqertalik,2015,1
92,Male,d. Kommune Qeqertalik,2015,0
93,Male,d. Kommune Qeqertalik,2015,0
94,Male,d. Kommune Qeqertalik,2015,0
95,Male,d. Kommune Qeqertalik,2015,0
96,Male,d. Kommune Qeqertalik,2015,0
97,Male,d. Kommune Qeqertalik,2015,0
98,Male,d. Kommune Qeqertalik,2015,0
99,Male,d. Kommune Qeqertalik,2015,0
100+,Male,d. Kommune Qeqertalik,2015,0
0,Female,d. Kommuneqarfik Sermersooq,2015,166
1,Female,d. Kommuneqarfik Sermersooq,2015,158
2,Female,d. Kommuneqarfik Sermersooq,2015,132
3,Female,d. Kommuneqarfik Sermersooq,2015,143
4,Female,d. Kommuneqarfik Sermersooq,2015,139
5,Female,d. Kommuneqarfik Sermersooq,2015,142
6,Female,d. Kommuneqarfik Sermersooq,2015,156
7,Female,d. Kommuneqarfik Sermersooq,2015,127
8,Female,d. Kommuneqarfik Sermersooq,2015,156
9,Female,d. Kommuneqarfik Sermersooq,2015,147
10,Female,d. Kommuneqarfik Sermersooq,2015,163
11,Female,d. Kommuneqarfik Sermersooq,2015,162
12,Female,d. Kommuneqarfik Sermersooq,2015,167
13,Female,d. Kommuneqarfik Sermersooq,2015,160
14,Female,d. Kommuneqarfik Sermersooq,2015,166
15,Female,d. Kommuneqarfik Sermersooq,2015,147
16,Female,d. Kommuneqarfik Sermersooq,2015,99
17,Female,d. Kommuneqarfik Sermersooq,2015,138
18,Female,d. Kommuneqarfik Sermersooq,2015,152
19,Female,d. Kommuneqarfik Sermersooq,2015,162
20,Female,d. Kommuneqarfik Sermersooq,2015,154
21,Female,d. Kommuneqarfik Sermersooq,2015,154
22,Female,d. Kommuneqarfik Sermersooq,2015,160
23,Female,d. Kommuneqarfik Sermersooq,2015,185
24,Female,d. Kommuneqarfik Sermersooq,2015,173
25,Female,d. Kommuneqarfik Sermersooq,2015,199
26,Female,d. Kommuneqarfik Sermersooq,2015,195
27,Female,d. Kommuneqarfik Sermersooq,2015,220
28,Female,d. Kommuneqarfik Sermersooq,2015,179
29,Female,d. Kommuneqarfik Sermersooq,2015,208
30,Female,d. Kommuneqarfik Sermersooq,2015,204
31,Female,d. Kommuneqarfik Sermersooq,2015,190
32,Female,d. Kommuneqarfik Sermersooq,2015,183
33,Female,d. Kommuneqarfik Sermersooq,2015,170
34,Female,d. Kommuneqarfik Sermersooq,2015,171
35,Female,d. Kommuneqarfik Sermersooq,2015,176
36,Female,d. Kommuneqarfik Sermersooq,2015,166
37,Female,d. Kommuneqarfik Sermersooq,2015,130
38,Female,d. Kommuneqarfik Sermersooq,2015,119
39,Female,d. Kommuneqarfik Sermersooq,2015,127
40,Female,d. Kommuneqarfik Sermersooq,2015,124
41,Female,d. Kommuneqarfik Sermersooq,2015,110
42,Female,d. Kommuneqarfik Sermersooq,2015,103
43,Female,d. Kommuneqarfik Sermersooq,2015,121
44,Female,d. Kommuneqarfik Sermersooq,2015,111
45,Female,d. Kommuneqarfik Sermersooq,2015,123
46,Female,d. Kommuneqarfik Sermersooq,2015,152
47,Female,d. Kommuneqarfik Sermersooq,2015,195
48,Female,d. Kommuneqarfik Sermersooq,2015,181
49,Female,d. Kommuneqarfik Sermersooq,2015,229
50,Female,d. Kommuneqarfik Sermersooq,2015,179
51,Female,d. Kommuneqarfik Sermersooq,2015,225
52,Female,d. Kommuneqarfik Sermersooq,2015,181
53,Female,d. Kommuneqarfik Sermersooq,2015,169
54,Female,d. Kommuneqarfik Sermersooq,2015,183
55,Female,d. Kommuneqarfik Sermersooq,2015,176
56,Female,d. Kommuneqarfik Sermersooq,2015,130
57,Female,d. Kommuneqarfik Sermersooq,2015,141
58,Female,d. Kommuneqarfik Sermersooq,2015,134
59,Female,d. Kommuneqarfik Sermersooq,2015,131
60,Female,d. Kommuneqarfik Sermersooq,2015,126
61,Female,d. Kommuneqarfik Sermersooq,2015,105
62,Female,d. Kommuneqarfik Sermersooq,2015,86
63,Female,d. Kommuneqarfik Sermersooq,2015,89
64,Female,d. Kommuneqarfik Sermersooq,2015,73
65,Female,d. Kommuneqarfik Sermersooq,2015,80
66,Female,d. Kommuneqarfik Sermersooq,2015,45
67,Female,d. Kommuneqarfik Sermersooq,2015,33
68,Female,d. Kommuneqarfik Sermersooq,2015,51
69,Female,d. Kommuneqarfik Sermersooq,2015,45
70,Female,d. Kommuneqarfik Sermersooq,2015,41
71,Female,d. Kommuneqarfik Sermersooq,2015,37
72,Female,d. Kommuneqarfik Sermersooq,2015,40
73,Female,d. Kommuneqarfik Sermersooq,2015,39
74,Female,d. Kommuneqarfik Sermersooq,2015,20
75,Female,d. Kommuneqarfik Sermersooq,2015,30
76,Female,d. Kommuneqarfik Sermersooq,2015,22
77,Female,d. Kommuneqarfik Sermersooq,2015,10
78,Female,d. Kommuneqarfik Sermersooq,2015,16
79,Female,d. Kommuneqarfik Sermersooq,2015,8
80,Female,d. Kommuneqarfik Sermersooq,2015,15
81,Female,d. Kommuneqarfik Sermersooq,2015,7
82,Female,d. Kommuneqarfik Sermersooq,2015,15
83,Female,d. Kommuneqarfik Sermersooq,2015,11
84,Female,d. Kommuneqarfik Sermersooq,2015,5
85,Female,d. Kommuneqarfik Sermersooq,2015,9
86,Female,d. Kommuneqarfik Sermersooq,2015,5
87,Female,d. Kommuneqarfik Sermersooq,2015,3
88,Female,d. Kommuneqarfik Sermersooq,2015,4
89,Female,d. Kommuneqarfik Sermersooq,2015,3
90,Female,d. Kommuneqarfik Sermersooq,2015,6
91,Female,d. Kommuneqarfik Sermersooq,2015,1
92,Female,d. Kommuneqarfik Sermersooq,2015,0
93,Female,d. Kommuneqarfik Sermersooq,2015,0
94,Female,d. Kommuneqarfik Sermersooq,2015,0
95,Female,d. Kommuneqarfik Sermersooq,2015,0
96,Female,d. Kommuneqarfik Sermersooq,2015,0
97,Female,d. Kommuneqarfik Sermersooq,2015,0
98,Female,d. Kommuneqarfik Sermersooq,2015,0
99,Female,d. Kommuneqarfik Sermersooq,2015,0
100+,Female,d. Kommuneqarfik Sermersooq,2015,0
0,Male,d. Kommuneqarfik Sermersooq,2015,171
1,Male,d. Kommuneqarfik Sermersooq,2015,156
2,Male,d. Kommuneqarfik Sermersooq,2015,175
3,Male,d. Kommuneqarfik Sermersooq,2015,156
4,Male,d. Kommuneqarfik Sermersooq,2015,164
5,Male,d. Kommuneqarfik Sermersooq,2015,175
6,Male,d. Kommuneqarfik Sermersooq,2015,186
7,Male,d. Kommuneqarfik Sermersooq,2015,173
8,Male,d. Kommuneqarfik Sermersooq,2015,169
9,Male,d. Kommuneqarfik Sermersooq,2015,136
10,Male,d. Kommuneqarfik Sermersooq,2015,154
11,Male,d. Kommuneqarfik Sermersooq,2015,148
12,Male,d. Kommuneqarfik Sermersooq,2015,155
13,Male,d. Kommuneqarfik Sermersooq,2015,160
14,Male,d. Kommuneqarfik Sermersooq,2015,170
15,Male,d. Kommuneqarfik Sermersooq,2015,149
16,Male,d. Kommuneqarfik Sermersooq,2015,95
17,Male,d. Kommuneqarfik Sermersooq,2015,138
18,Male,d. Kommuneqarfik Sermersooq,2015,172
19,Male,d. Kommuneqarfik Sermersooq,2015,149
20,Male,d. Kommuneqarfik Sermersooq,2015,152
21,Male,d. Kommuneqarfik Sermersooq,2015,168
22,Male,d. Kommuneqarfik Sermersooq,2015,175
23,Male,d. Kommuneqarfik Sermersooq,2015,168
24,Male,d. Kommuneqarfik Sermersooq,2015,178
25,Male,d. Kommuneqarfik Sermersooq,2015,180
26,Male,d. Kommuneqarfik Sermersooq,2015,197
27,Male,d. Kommuneqarfik Sermersooq,2015,202
28,Male,d. Kommuneqarfik Sermersooq,2015,212
29,Male,d. Kommuneqarfik Sermersooq,2015,180
30,Male,d. Kommuneqarfik Sermersooq,2015,202
31,Male,d. Kommuneqarfik Sermersooq,2015,201
32,Male,d. Kommuneqarfik Sermersooq,2015,175
33,Male,d. Kommuneqarfik Sermersooq,2015,196
34,Male,d. Kommuneqarfik Sermersooq,2015,179
35,Male,d. Kommuneqarfik Sermersooq,2015,192
36,Male,d. Kommuneqarfik Sermersooq,2015,158
37,Male,d. Kommuneqarfik Sermersooq,2015,159
38,Male,d. Kommuneqarfik Sermersooq,2015,198
39,Male,d. Kommuneqarfik Sermersooq,2015,143
40,Male,d. Kommuneqarfik Sermersooq,2015,149
41,Male,d. Kommuneqarfik Sermersooq,2015,138
42,Male,d. Kommuneqarfik Sermersooq,2015,158
43,Male,d. Kommuneqarfik Sermersooq,2015,163
44,Male,d. Kommuneqarfik Sermersooq,2015,149
45,Male,d. Kommuneqarfik Sermersooq,2015,169
46,Male,d. Kommuneqarfik Sermersooq,2015,163
47,Male,d. Kommuneqarfik Sermersooq,2015,191
48,Male,d. Kommuneqarfik Sermersooq,2015,226
49,Male,d. Kommuneqarfik Sermersooq,2015,220
50,Male,d. Kommuneqarfik Sermersooq,2015,231
51,Male,d. Kommuneqarfik Sermersooq,2015,229
52,Male,d. Kommuneqarfik Sermersooq,2015,220
53,Male,d. Kommuneqarfik Sermersooq,2015,213
54,Male,d. Kommuneqarfik Sermersooq,2015,199
55,Male,d. Kommuneqarfik Sermersooq,2015,203
56,Male,d. Kommuneqarfik Sermersooq,2015,184
57,Male,d. Kommuneqarfik Sermersooq,2015,193
58,Male,d. Kommuneqarfik Sermersooq,2015,171
59,Male,d. Kommuneqarfik Sermersooq,2015,173
60,Male,d. Kommuneqarfik Sermersooq,2015,134
61,Male,d. Kommuneqarfik Sermersooq,2015,144
62,Male,d. Kommuneqarfik Sermersooq,2015,131
63,Male,d. Kommuneqarfik Sermersooq,2015,123
64,Male,d. Kommuneqarfik Sermersooq,2015,101
65,Male,d. Kommuneqarfik Sermersooq,2015,90
66,Male,d. Kommuneqarfik Sermersooq,2015,56
67,Male,d. Kommuneqarfik Sermersooq,2015,77
68,Male,d. Kommuneqarfik Sermersooq,2015,52
69,Male,d. Kommuneqarfik Sermersooq,2015,65
70,Male,d. Kommuneqarfik Sermersooq,2015,61
71,Male,d. Kommuneqarfik Sermersooq,2015,55
72,Male,d. Kommuneqarfik Sermersooq,2015,38
73,Male,d. Kommuneqarfik Sermersooq,2015,37
74,Male,d. Kommuneqarfik Sermersooq,2015,35
75,Male,d. Kommuneqarfik Sermersooq,2015,27
76,Male,d. Kommuneqarfik Sermersooq,2015,12
77,Male,d. Kommuneqarfik Sermersooq,2015,14
78,Male,d. Kommuneqarfik Sermersooq,2015,27
79,Male,d. Kommuneqarfik Sermersooq,2015,12
80,Male,d. Kommuneqarfik Sermersooq,2015,9
81,Male,d. Kommuneqarfik Sermersooq,2015,12
82,Male,d. Kommuneqarfik Sermersooq,2015,10
83,Male,d. Kommuneqarfik Sermersooq,2015,4
84,Male,d. Kommuneqarfik Sermersooq,2015,7
85,Male,d. Kommuneqarfik Sermersooq,2015,7
86,Male,d. Kommuneqarfik Sermersooq,2015,4
87,Male,d. Kommuneqarfik Sermersooq,2015,1
88,Male,d. Kommuneqarfik Sermersooq,2015,0
89,Male,d. Kommuneqarfik Sermersooq,2015,3
90,Male,d. Kommuneqarfik Sermersooq,2015,0
91,Male,d. Kommuneqarfik Sermersooq,2015,0
92,Male,d. Kommuneqarfik Sermersooq,2015,1
93,Male,d. Kommuneqarfik Sermersooq,2015,0
94,Male,d. Kommuneqarfik Sermersooq,2015,0
95,Male,d. Kommuneqarfik Sermersooq,2015,0
96,Male,d. Kommuneqarfik Sermersooq,2015,0
97,Male,d. Kommuneqarfik Sermersooq,2015,0
98,Male,d. Kommuneqarfik Sermersooq,2015,0
99,Male,d. Kommuneqarfik Sermersooq,2015,0
100+,Male,d. Kommuneqarfik Sermersooq,2015,0
0,Female,d. Qeqqata Kommunia,2015,56
1,Female,d. Qeqqata Kommunia,2015,70
2,Female,d. Qeqqata Kommunia,2015,54
3,Female,d. Qeqqata Kommunia,2015,53
4,Female,d. Qeqqata Kommunia,2015,69
5,Female,d. Qeqqata Kommunia,2015,63
6,Female,d. Qeqqata Kommunia,2015,61
7,Female,d. Qeqqata Kommunia,2015,70
8,Female,d. Qeqqata Kommunia,2015,70
9,Female,d. Qeqqata Kommunia,2015,71
10,Female,d. Qeqqata Kommunia,2015,64
11,Female,d. Qeqqata Kommunia,2015,66
12,Female,d. Qeqqata Kommunia,2015,49
13,Female,d. Qeqqata Kommunia,2015,59
14,Female,d. Qeqqata Kommunia,2015,67
15,Female,d. Qeqqata Kommunia,2015,74
16,Female,d. Qeqqata Kommunia,2015,59
17,Female,d. Qeqqata Kommunia,2015,61
18,Female,d. Qeqqata Kommunia,2015,86
19,Female,d. Qeqqata Kommunia,2015,78
20,Female,d. Qeqqata Kommunia,2015,76
21,Female,d. Qeqqata Kommunia,2015,74
22,Female,d. Qeqqata Kommunia,2015,65
23,Female,d. Qeqqata Kommunia,2015,71
24,Female,d. Qeqqata Kommunia,2015,60
25,Female,d. Qeqqata Kommunia,2015,74
26,Female,d. Qeqqata Kommunia,2015,66
27,Female,d. Qeqqata Kommunia,2015,68
28,Female,d. Qeqqata Kommunia,2015,67
29,Female,d. Qeqqata Kommunia,2015,61
30,Female,d. Qeqqata Kommunia,2015,64
31,Female,d. Qeqqata Kommunia,2015,49
32,Female,d. Qeqqata Kommunia,2015,59
33,Female,d. Qeqqata Kommunia,2015,66
34,Female,d. Qeqqata Kommunia,2015,59
35,Female,d. Qeqqata Kommunia,2015,54
36,Female,d. Qeqqata Kommunia,2015,56
37,Female,d. Qeqqata Kommunia,2015,50
38,Female,d. Qeqqata Kommunia,2015,39
39,Female,d. Qeqqata Kommunia,2015,50
40,Female,d. Qeqqata Kommunia,2015,47
41,Female,d. Qeqqata Kommunia,2015,34
42,Female,d. Qeqqata Kommunia,2015,52
43,Female,d. Qeqqata Kommunia,2015,50
44,Female,d. Qeqqata Kommunia,2015,62
45,Female,d. Qeqqata Kommunia,2015,56
46,Female,d. Qeqqata Kommunia,2015,59
47,Female,d. Qeqqata Kommunia,2015,86
48,Female,d. Qeqqata Kommunia,2015,77
49,Female,d. Qeqqata Kommunia,2015,88
50,Female,d. Qeqqata Kommunia,2015,72
51,Female,d. Qeqqata Kommunia,2015,89
52,Female,d. Qeqqata Kommunia,2015,78
53,Female,d. Qeqqata Kommunia,2015,74
54,Female,d. Qeqqata Kommunia,2015,82
55,Female,d. Qeqqata Kommunia,2015,68
56,Female,d. Qeqqata Kommunia,2015,54
57,Female,d. Qeqqata Kommunia,2015,55
58,Female,d. Qeqqata Kommunia,2015,59
59,Female,d. Qeqqata Kommunia,2015,42
60,Female,d. Qeqqata Kommunia,2015,48
61,Female,d. Qeqqata Kommunia,2015,36
62,Female,d. Qeqqata Kommunia,2015,43
63,Female,d. Qeqqata Kommunia,2015,26
64,Female,d. Qeqqata Kommunia,2015,32
65,Female,d. Qeqqata Kommunia,2015,34
66,Female,d. Qeqqata Kommunia,2015,26
67,Female,d. Qeqqata Kommunia,2015,23
68,Female,d. Qeqqata Kommunia,2015,28
69,Female,d. Qeqqata Kommunia,2015,15
70,Female,d. Qeqqata Kommunia,2015,17
71,Female,d. Qeqqata Kommunia,2015,26
72,Female,d. Qeqqata Kommunia,2015,22
73,Female,d. Qeqqata Kommunia,2015,26
74,Female,d. Qeqqata Kommunia,2015,11
75,Female,d. Qeqqata Kommunia,2015,14
76,Female,d. Qeqqata Kommunia,2015,16
77,Female,d. Qeqqata Kommunia,2015,16
78,Female,d. Qeqqata Kommunia,2015,17
79,Female,d. Qeqqata Kommunia,2015,17
80,Female,d. Qeqqata Kommunia,2015,15
81,Female,d. Qeqqata Kommunia,2015,7
82,Female,d. Qeqqata Kommunia,2015,10
83,Female,d. Qeqqata Kommunia,2015,11
84,Female,d. Qeqqata Kommunia,2015,6
85,Female,d. Qeqqata Kommunia,2015,4
86,Female,d. Qeqqata Kommunia,2015,9
87,Female,d. Qeqqata Kommunia,2015,6
88,Female,d. Qeqqata Kommunia,2015,3
89,Female,d. Qeqqata Kommunia,2015,2
90,Female,d. Qeqqata Kommunia,2015,0
91,Female,d. Qeqqata Kommunia,2015,1
92,Female,d. Qeqqata Kommunia,2015,1
93,Female,d. Qeqqata Kommunia,2015,1
94,Female,d. Qeqqata Kommunia,2015,1
95,Female,d. Qeqqata Kommunia,2015,0
96,Female,d. Qeqqata Kommunia,2015,0
97,Female,d. Qeqqata Kommunia,2015,0
98,Female,d. Qeqqata Kommunia,2015,0
99,Female,d. Qeqqata Kommunia,2015,0
100+,Female,d. Qeqqata Kommunia,2015,0
0,Male,d. Qeqqata Kommunia,2015,63
1,Male,d. Qeqqata Kommunia,2015,63
2,Male,d. Qeqqata Kommunia,2015,74
3,Male,d. Qeqqata Kommunia,2015,62
4,Male,d. Qeqqata Kommunia,2015,75
5,Male,d. Qeqqata Kommunia,2015,62
6,Male,d. Qeqqata Kommunia,2015,82
7,Male,d. Qeqqata Kommunia,2015,64
8,Male,d. Qeqqata Kommunia,2015,75
9,Male,d. Qeqqata Kommunia,2015,68
10,Male,d. Qeqqata Kommunia,2015,77
11,Male,d. Qeqqata Kommunia,2015,63
12,Male,d. Qeqqata Kommunia,2015,67
13,Male,d. Qeqqata Kommunia,2015,67
14,Male,d. Qeqqata Kommunia,2015,74
15,Male,d. Qeqqata Kommunia,2015,80
16,Male,d. Qeqqata Kommunia,2015,59
17,Male,d. Qeqqata Kommunia,2015,80
18,Male,d. Qeqqata Kommunia,2015,85
19,Male,d. Qeqqata Kommunia,2015,81
20,Male,d. Qeqqata Kommunia,2015,64
21,Male,d. Qeqqata Kommunia,2015,81
22,Male,d. Qeqqata Kommunia,2015,96
23,Male,d. Qeqqata Kommunia,2015,82
24,Male,d. Qeqqata Kommunia,2015,85
25,Male,d. Qeqqata Kommunia,2015,89
26,Male,d. Qeqqata Kommunia,2015,101
27,Male,d. Qeqqata Kommunia,2015,80
28,Male,d. Qeqqata Kommunia,2015,54
29,Male,d. Qeqqata Kommunia,2015,76
30,Male,d. Qeqqata Kommunia,2015,66
31,Male,d. Qeqqata Kommunia,2015,57
32,Male,d. Qeqqata Kommunia,2015,69
33,Male,d. Qeqqata Kommunia,2015,72
34,Male,d. Qeqqata Kommunia,2015,59
35,Male,d. Qeqqata Kommunia,2015,60
36,Male,d. Qeqqata Kommunia,2015,61
37,Male,d. Qeqqata Kommunia,2015,44
38,Male,d. Qeqqata Kommunia,2015,45
39,Male,d. Qeqqata Kommunia,2015,65
40,Male,d. Qeqqata Kommunia,2015,46
41,Male,d. Qeqqata Kommunia,2015,50
42,Male,d. Qeqqata Kommunia,2015,46
43,Male,d. Qeqqata Kommunia,2015,46
44,Male,d. Qeqqata Kommunia,2015,63
45,Male,d. Qeqqata Kommunia,2015,60
46,Male,d. Qeqqata Kommunia,2015,84
47,Male,d. Qeqqata Kommunia,2015,99
48,Male,d. Qeqqata Kommunia,2015,104
49,Male,d. Qeqqata Kommunia,2015,86
50,Male,d. Qeqqata Kommunia,2015,102
51,Male,d. Qeqqata Kommunia,2015,93
52,Male,d. Qeqqata Kommunia,2015,89
53,Male,d. Qeqqata Kommunia,2015,79
54,Male,d. Qeqqata Kommunia,2015,85
55,Male,d. Qeqqata Kommunia,2015,92
